0010 | 2015 | 0010000000010101
0011 | 3016 | 0011000000010110
0012 | 2017 | 0010000000010111
0013 | 3018 | 0011000000011000
0014 | 7800 | 0111100000000000
0015 | 9016 | 1001000000010110
0016 | 6016 | 0110000000010110
0017 | 6018 | 0110000000011000
0018 | 400f | 0100000000001111
0019 | 3019 | 0011000000011001
0020 | 7001 | 0111000000000001
0021 | 0150 | 0000000101010000
0022 | 0000 | 0000000000000000
0023 | -100 | 1111111100000000
0024 | 0000 | 0000000000000000
0025 | 0000 | 0000000000000000
0026 | 0004 | 0000000000000100
0027 | 0006 | 0000000000000110
0028 | 0004 | 0000000000000100
0029 | 0007 | 0000000000000111
0030 | 0004 | 0000000000000100
0031 | 0005 | 0000000000000101
0032 | 0005 | 0000000000000101
0033 | 0007 | 0000000000000111
0034 | 0007 | 0000000000000111
0035 | 0007 | 0000000000000111
0036 | 0006 | 0000000000000110
0037 | 0008 | 0000000000001000
0038 | 0007 | 0000000000000111
0039 | 0007 | 0000000000000111
0040 | 0007 | 0000000000000111
0041 | 0007 | 0000000000000111
0042 | 0007 | 0000000000000111
0043 | 0001 | 0000000000000001
0044 | 0007 | 0000000000000111
0045 | 0007 | 0000000000000111
0046 | 0007 | 0000000000000111
0047 | 0007 | 0000000000000111
0048 | 0007 | 0000000000000111
0049 | 0007 | 0000000000000111
0050 | 0007 | 0000000000000111
0051 | 0007 | 0000000000000111
0052 | 0005 | 0000000000000101
0053 | 0007 | 0000000000000111
0054 | 0005 | 0000000000000101
0055 | 0005 | 0000000000000101
0056 | 0005 | 0000000000000101
0057 | 0007 | 0000000000000111
0058 | 0005 | 0000000000000101
0059 | 0005 | 0000000000000101
0060 | 0005 | 0000000000000101
0061 | 0005 | 0000000000000101
0062 | 0005 | 0000000000000101
0063 | 0005 | 0000000000000101
0064 | 0005 | 0000000000000101
0065 | 0005 | 0000000000000101
0066 | 0005 | 0000000000000101
0067 | 0007 | 0000000000000111
0068 | 0005 | 0000000000000101
0069 | 0007 | 0000000000000111
0070 | 0005 | 0000000000000101
0071 | 0005 | 0000000000000101
0072 | 0005 | 0000000000000101
0073 | 0007 | 0000000000000111
0074 | 0005 | 0000000000000101
0075 | 0005 | 0000000000000101
0076 | 0005 | 0000000000000101
0077 | 0005 | 0000000000000101
0078 | 0007 | 0000000000000111
0079 | 0005 | 0000000000000101
0080 | 0005 | 0000000000000101
0081 | 0005 | 0000000000000101
0082 | 0007 | 0000000000000111
0083 | 0007 | 0000000000000111
0084 | 0005 | 0000000000000101
0085 | 0005 | 0000000000000101
0086 | 0005 | 0000000000000101
0087 | 0007 | 0000000000000111
0088 | 0005 | 0000000000000101
0089 | 0005 | 0000000000000101
0090 | 0007 | 0000000000000111
0091 | 0005 | 0000000000000101
0092 | 0005 | 0000000000000101
0093 | 0005 | 0000000000000101
0094 | 0005 | 0000000000000101
0095 | 0005 | 0000000000000101
0096 | 0005 | 0000000000000101
0097 | 0005 | 0000000000000101
0098 | 0005 | 0000000000000101
0099 | 0005 | 0000000000000101
0100 | 0007 | 0000000000000111
0101 | 0005 | 0000000000000101
0102 | 0005 | 0000000000000101
0103 | 0005 | 0000000000000101
0104 | 0005 | 0000000000000101
0105 | 0008 | 0000000000001000
0106 | 0007 | 0000000000000111
0107 | 0007 | 0000000000000111
0108 | 0004 | 0000000000000100
0109 | 0005 | 0000000000000101
0110 | 0007 | 0000000000000111
0111 | 0005 | 0000000000000101
0112 | 0007 | 0000000000000111
0113 | 0005 | 0000000000000101
0114 | 0007 | 0000000000000111
0115 | 0007 | 0000000000000111
0116 | 0007 | 0000000000000111
0117 | 0007 | 0000000000000111
0118 | 0007 | 0000000000000111
0119 | 0007 | 0000000000000111
